paperId,title,abstract,year,referenceCount,citationCount,influentialCitationCount,year0_citation_count,year1_citation_count,year2_citation_count,year3_citation_count,year4_citation_count,year5_citation_count,year6_citation_count,year7_citation_count,year8_citation_count,year9_citation_count
647dd56839707b37a2855e32af8098c0ca7bc226,Preclinical Toxicology Studies with Acyclovir: Carcinogenicity Bioassays and Chronic Toxicity Tests,,1983,20,21,0,1,0,2,1,1,0,0,1,1,2
2b92a3ad8ebc016b2c4afd122bad6914c0dc093e,Postsynaptic Complexin Controls AMPA Receptor Exocytosis during LTP,,2012,52,115,6,3,13,12,17,11,13,13,10,12,8
5db4c6327ec3f7976f327dad780d3c723648006c,Structure and function in rhodopsin: peptide sequences in the cytoplasmic loops of rhodopsin are intimately involved in interaction with rhodopsin kinase.,"Phosphorylation of light-activated rhodopsin by the retina-specific enzyme, rhodopsin kinase (RK), is the primary event in the initiation of desensitization in the visual system. RK binds to the cytoplasmic face of rhodopsin, and the binding results in activation of the enzyme which then phosphorylates rhodopsin at several serine and threonine residues near the carboxyl terminus. To map the RK binding sites, we prepared two sets of rhodopsin mutants in the cytoplasmic CD and EF loops. In the first set, peptide sequences in both loops were either deleted or replaced by indifferent sequences. In the second set of mutants, the charged amino acids (E134, R135, R147, E239, K245, E247, K248, and E249) were replaced by neutral amino acids in groups of 1-3 per mutant. The deletion and replacement mutants in the CD loop showed essentially no phosphorylation, and they appeared to be defective in binding of RK. Of the mutants in the EF loop, that with a deletion of 13 amino acids, was also defective in binding to RK while the second mutant containing a replacement sequence bound RK but showed a reduction of about 70% in Vmax for phosphorylation. The mutants containing charged to neutral amino acid replacements in the CD and EF loops were all phosphorylated but to different levels. The charge reversal mutant E134R/R135E showed a 50% reduction in Vmax relative to wild-type rhodopsin. Replacements of charged residues in the EF loop decreased the Km by 5-fold for E239Q and E247Q/K248L/E239Q. In summary, both the CD and EF cytoplasmic loops are intimately involved in binding and interaction of RK with light-activated rhodopsin.",1997,20,39,1,6,3,8,6,0,2,2,0,2,1
50cf781b5b188c4f78be85a8837b0d9a411c29f0,Observation of a charge asymmetry in e+e− → μ+μ−,,1982,21,39,0,7,6,5,10,2,0,2,1,1,0
2cfaa261ba3755f7db006d2f729dc01996f3c97b,g factor of composite fermions around ν=2 from angular-dependent activation-energy measurements,,1997,0,20,0,0,2,0,1,2,2,4,0,0,0
e55320b83b4537753811c20d631224edecdf0e21,THE KINETICS OF TRYPSIN DIGESTION : IV. THE COURSE OF THE REACTION WHEN BOTH SUBSTRATE AND ENZYME CONCENTRATIONS ARE DECREASING.,The rate of hydrolysis of edestin by trypsin at 40 degrees and in the presence of 1 M NaCl has been studied. Under these conditions the enzyme is rapidly inactivated and the equation for the reaction may be written See PDF for Equation in which E(t) is the concentration of enzyme during the interval (T(1)-T(2)). This equation has been tested by determining the enzyme concentration at various times during the reaction and substituting these values in the above equation. The experimental results agree with this formula when the initial enzyme or edestin concentrations are varied. No anomalous results of varying substrate concentrations are apparent. It can further be assumed as a first approximation that the enzyme is decomposing monomolecularly and the equation can then be written See PDF for Equation This equation is also satisfactory provided high enzyme concentrations and low edestin concentrations are used. With high concentrations of edestin and low trypsin the effects of the products of the reaction on the enzyme become too large to be neglected and the formula no longer holds.,1924,0,0,0,0,0,0,0,0,0,0,0,0,0
d9d2dd47bc73d3d66e74d0cff4b40dfb130a192b,Die reaktion zwischen aluminiumtrimethyl und titantetrachlorid,,1959,1,9,0,0,0,0,1,1,1,1,0,0,0
f20a6f361f4391ca145db620684e1dc1adc5f883,"An MO theoretical study on the dications of tetrasulfur, tetraselenium, and tetratellurium",,1979,0,14,0,0,0,1,0,0,2,0,0,0,0
ddf40dbba9272717bbbcbd7d76a3ee7968f4be40,An NO derivative of ursodeoxycholic acid protects against Fas-mediated liver injury by inhibiting caspase activity,"Caspases are key mediators in liver inflammation and apoptosis. In the present study we provide evidence that a nitric oxide (NO) derivative of ursodeoxycholic acid (UDCA), NCX-1000 ([2-(acetyloxy)benzoic acid 3-(nitrooxymethyl)phenyl ester]), protects against liver damage in murine models of autoimmune hepatitis induced by i.v. injection of Con A or a Fas agonistic antibody, Jo2. Con A administration causes CD4+ T lymphocytes to accumulate in the liver and up-regulates FasL expression, resulting in FasL-mediated cytotoxicity. Cotreating mice with NCX-1000, but not with UDCA, protected against liver damage induced by Con A and Jo2, inhibited IL-1β, IL-18, and IFN-γ release and caspase 3, 8, and 9 activation. Studies on HepG2 cells demonstrated that NCX-1000, but not UDCA, directly prevented multiple caspase activation induced by Jo2. Incubating HepG2 cells with NCX-1000 resulted in intracellular NO formation and a DTT-reversible inhibition of proapoptotic caspases, suggesting that cysteine S-nitrosylation was the main mechanism responsible for caspase inhibition. Collectively, these data suggest that NCX-1000 protects against T helper 1-mediated liver injury by inhibiting both the proapoptotic and the proinflammatory branches of the caspase superfamily.",2001,38,91,0,4,10,12,7,9,7,9,2,4,3
6c372448daec017ef60f24888537574ecc0e56d7,The structure of strychnine; formulation of the neo bases.,,1948,1,47,0,0,0,1,2,1,0,0,0,0,0
3cc465c4ef07d29ce519b40ad625a0eb04be630f,Leggett and Garg respond.,,1985,0,5,0,0,0,0,1,0,0,0,0,0,1
3518a06279a4b1849ad4701b48ed57479df83a39,6‐31G* basis set for third‐row atoms,"Medium basis sets based upon contractions of Gaussian primitives are developed for the third‐row elements Ga through Kr. The basis functions generalize the 6‐31G and 6‐31G* sets commonly used for atoms up to Ar. A reexamination of the 6‐31G* basis set for K and Ca developed earlier leads to the inclusion of 3d orbitals into the valence space for these atoms. Now the 6‐31G basis for the whole third‐row K through Kr has six primitive Gaussians for 1s, 2s, 2p, 3s, and 3p orbitals, and a split‐valence pair of three and one primitives for valence orbitals, which are 4s, 4p, and 3d. The nature of the polarization functions for third‐row atoms is reexamined as well. The polarization functions for K, Ca, and Ga through Kr are single set of Cartesian d‐type primitives. The polarization functions for transition metals are defined to be a single 7f set of uncontracted primitives. Comparison with experimental data shows good agreement with bond lengths and angles for representative vapor‐phase metal complexes. © 2001 John Wiley & Sons, Inc. J Comput Chem 22: 976–984, 2001",2001,19,1469,6,0,2,5,5,14,23,29,36,36,53
53a3c776520ffe65b0c4742e2ba0350955c03fed,"HOLE TRANSPORT ACROSS THE (AL,GA)(AS,SB) BARRIER IN INAS-(AL,GA)(AS,SB) HETEROSTRUCTURES","We investigate the current transport across the (Al,Ga)(As,Sb) barrier in InAs–(Al,Ga)(As,Sb) heterostructures and show that the transport mechanism consists of thermionic emission of holes over the valence band barrier. Temperature-dependent I-V measurements are performed on diodes fabricated from three samples with different compositions of the top (Al,Ga)(As,Sb) barrier. Consistent with picture of thermionic hole transport in the valence band, we find that compared to a sample with binary AlSb barriers, the addition of Ga to the barrier leads to an increase in the current flowing across the barrier, while the addition of As causes a decrease in the current across the barrier. From temperature-dependent Hall measurements performed on the samples we extract the pinning position of the Fermi-level at the surface of the diodes and are therefore able to obtain a zero-bias energy band diagram for the diodes. From the temperature dependence of the thermionic currents, we extract energy barrier heights that ag...",1998,9,13,1,2,1,1,2,2,1,0,1,0,0
1cf34fde57c58f27b4b896490a8851869b7816ba,Three-dimensional Image Reconstruction from the Viewpoint of information Theory,Criteria are given for obtaining maximum information from a set of projections of a general object while preventing the introduction of spurious detail by effects which are beyond resolution.,1972,25,171,4,0,4,6,5,3,5,5,4,6,9
c0af5ff3eed494f03feb0b44c1378feae72ebc5e,V-A was the Key,,2019,0,0,0,0,0,0,0,0,0,0,0,0,0
c95b0baf88fe3b29fbff84ea3b81b595bdf9262f,THE VASCULAR ENDOTHELIUM: PROBLEMS FOR TODAY AND PERSPECTIVES FOR TOMORROW *,"After many years of relative neglect, the vascular endothelium is becoming an object of sustained and rapidly growing interest in biomedical research, as clearly shown by this volume. The current surge of interest is undoubtedly connected with the growing importance of cardiovascular diseases in human medicine. But beyond medical considerations and notwithstanding their urgency, we should realize that interest in this highly specialized tissue is also justified in terms of basic biological science. The vascular endothelium is the main constituent of the wall of the exchange vessels in the microvasculature. It represents a unique and extreme case of epithelial cell differentiation, that makes possible massive exchanges, involving a broad spectrum of molecules (small and large, hydrophilic and hydrophobic), between the blood plasma and the interstitial fluid. Cell differentiation can be regarded as a successful attempt to enhance or perfect a function common to most, if not all, cells of a given multicellular organism. It operates within the limits imposed by a common genome that is expressed, as a minimal requirement, in a common set of essential cell organs. And it often results in overrepresentation (or increased number of copies) of the cell organ for the enhanced function, in comparison to cells differentiated along other lines. The structural and biochemical basis of the unique functional differentiation of the vascular endothelium is in itself a valid and important (definitely not trivial) area of investigation. In terms of basic functions, the exchange vessels of the microvasculature are the most important part of a system, i.e., the circulatory system, that has had a crucial role in the evolution of higher organisms. Without an effective circulatory system, which means without effective exchanges across the vascular endothelium of the microvasculature, the emergence of such organisms, with their huge, extremely crowded, but exquisitely integrated cell populations and their highly refined homeostatic mechanisms, would have been impossible. It could be pointed out that, in higher vertebrates and definitely in man, the capacity of the circulatory system is used practically to its limits, with a minimal margin of safety. Arrest of blood flow, which in turn means arrest of functionally significant exchanges, leads to cell death and organism death in a matter of minutes. Current biomedical interest in the vascular endothelium reflects our strict dependence, with a slim margin of safety, on sustained blood-interstitial fluid exchanges.",1982,34,9,0,0,0,0,3,0,0,2,0,2,0
3469e2c2526edfe3b3f013c27f89146ef3798b71,Search forD0−D¯0Mixing and a Measurement of the Doubly Cabibbo-Suppressed Decay Rate inD0→KπDecays,"We present results of a search for $D^0$-$\kern 0.2em\bar{\kern -0.2em D}{}^0$~mixing and a measurement of $R_{\rm D}$, the ratio of doubly Cabibbo-suppressed decays to Cabibbo-favored decays, based on an analysis of $D^0 \to K^{+}\pi^{-}$ decays in 57.1~${fb}^{-1}$ of data collected at or just below the $\Upsilon{(4S)}$ resonance with the {\slshape BABAR} detector at the PEP-II collider. Our results are compatible with no mixing and no $CP$ violation. At the 95% C.L., allowing for CP violation, we find the mixing parameters ${x^{\prime}}^2<0.0022$ and $-0.056",2003,0,1,0,0,2,2,1,8,3,0,0,0,1
c367ad2086a889f16d91ca4e422ba5a961a60f4b,"Übergangsmetall‐Carben‐Komplexe, LXVI. Pentacarbonyl[methyl(methylseleno)carben]‐Komplexe von Chrom(0) und Wolfram(0) und Pentacarbonyl{trimethylphosphin[methyl(methylseleno)methylen]}wolfram","Pentacarbonyl(methylmethoxycarben)chrom(0) und -wolfram(0) reagieren mit reinem Methylselenol unter Abspaltung von Methanol zu Pentacarbonyl[methyl(methylseleno)carben]chrom(0) bzw. -wolfram(0). Letzteres setzt sich mit Trimethylphosphin bei tiefen Temperaturen zum entsprechenden Pentacarbonyl{trimethylphosphin[methyl(methylseleno)methylen]}wolfram um. Die Strukturen der thermolabilen Verbindungen wurden spektroskopisch gesichert. 
 
 
 
Transition Metal Carbene Complexes, LXVI. Pentacarbonyl[methyl(methylseleno)carbene] Complexes of Chromium(0) and Tungsten(0) and Pentacarbonyl{trimethylphosphine[methyl(methylseleno)methylene]}tungsten 
 
 
 
Pentacarbonyl(methylmethoxycarbene)chromium(0) and -tungsten(0) react with pure methylselenol with cleavage of methanol to give pentacarbonyl[methyl(methylseleno)carbene]chromium(0) and -tungsten(0). The latter one yields the corresponding pentacarbonyl{trimethylphosphine[methyl(methylseleno)methylene]}tungsten with trimethylphosphine at low temperatures. The structures of the thermolabile compounds were ascertained by their spectra.",1973,18,38,0,1,8,3,4,2,0,3,0,1,0
b8b28aa626bb0f0fe4934f53f20c2577e97b653b,High-Performance Electron Acceptor with Thienyl Side Chains for Organic Photovoltaics.,"We develop an efficient fused-ring electron acceptor (ITIC-Th) based on indacenodithieno[3,2-b]thiophene core and thienyl side-chains for organic solar cells (OSCs). Relative to its counterpart with phenyl side-chains (ITIC), ITIC-Th shows lower energy levels (ITIC-Th: HOMO = -5.66 eV, LUMO = -3.93 eV; ITIC: HOMO = -5.48 eV, LUMO = -3.83 eV) due to the σ-inductive effect of thienyl side-chains, which can match with high-performance narrow-band-gap polymer donors and wide-band-gap polymer donors. ITIC-Th has higher electron mobility (6.1 × 10(-4) cm(2) V(-1) s(-1)) than ITIC (2.6 × 10(-4) cm(2) V(-1) s(-1)) due to enhanced intermolecular interaction induced by sulfur-sulfur interaction. We fabricate OSCs by blending ITIC-Th acceptor with two different low-band-gap and wide-band-gap polymer donors. In one case, a power conversion efficiency of 9.6% was observed, which rivals some of the highest efficiencies for single junction OSCs based on fullerene acceptors.",2016,41,784,0,57,190,207,152,112,60,6,0,0,0
c22d7eab01f516db6adf1b5a7107cc90fa32e85c,"Absolute configuration of nafuredin, a new specific NADH-fumarate reductase inhibitor",,2001,9,26,0,2,0,1,1,1,1,2,2,2,0
3d797737774ad08da1c526edc1c1676136ee1ab5,Mechanisms of Antineoplastic Action of Somatostatin Analogs,"Abstract Over the past decade, impressive antineoplastic activity of somatostatin analogs has been demonstrated in many tumor models. More recent research has provided information regarding mechanisms underlying the antiproliferative and apoptosis-inducing actions of these compounds. These include both ‘direct’ mechanisms that are sequellae of binding of somatostatin analogs to somatostatin receptors present on neoplastic cells and ‘indirect’ mechanisms related to effects of somatostatin analogs on the host. The upregulation of intracellular tyrosine phosphatase activity triggered by binding of ligands to the type II somatostatin receptor has received considerable attention as a direct mechanism, not only because this activity is the converse of the tyrosine kinase activity associated with many peptide mitogen receptors, but also because the type II somatostatin receptor is frequently expressed by common human neoplasms, including breast cancer. The potential importance of indirect mechanisms of action of somatostatin analogs, such as alterations in host insulin-like growth factor physiology, is emphasized by the in vivo antineoplastic activity of these compounds against somatostatin receptor-negative neoplasms. Clinical efficacy and a favorable toxicity profile of somatostatin analogs in the treatment of relatively uncommon conditions such as acromegaly and neuroendocrine tumors have already been demonstrated. Preclinical data now are sufficient to justify controlled clinical trials in breast, prostate, and pancreatic cancer. The development of monthly depot formulations will facilitate the clinical evaluation of somatostatin analogs for these and other indications.",1998,95,180,2,6,14,16,18,16,10,15,8,8,7
26c8c936c0d50fae6273e30a4592b83cf2d845c7,"Albumin cartago: a ""new"" slow-moving alloalbumin.",,1972,0,8,0,0,3,1,0,0,1,0,0,1,0
05e86b96a33987ee8111aec15852e53a09c43ea9,Differential distribution of beta-adrenergic receptor subtypes in blood vessels of knockout mice lacking beta(1)- or beta(2)-adrenergic receptors.,"beta-Adrenergic receptors (beta-AR) are essential regulators of cardiovascular homeostasis. In addition to their prominent function in the heart, beta-AR are located on vascular smooth muscle cells, where they mediate vasodilating effects of endogenous catecholamines. In this study, we have investigated in an isometric myograph different types of blood vessels from mice lacking beta(1)- and/or beta(2)-adrenergic receptor subtypes (beta(1)-KO, beta(2)-KO, beta(1)beta(2)-KO). In wild-type mice, isoproterenol induced relaxation of segments from thoracic aorta, carotid, femoral and pulmonary arteries, and portal vein. The relaxant effect of beta-receptor stimulation was absent in femoral and pulmonary arteries from beta(1)-KO mice. In aortic and carotid arteries and in portal veins, the vasodilating effect of isoproterenol was reduced in mice lacking beta(1)- or beta(2)-receptors. However, in these vessels the vasodilating effect was only abolished in double KO mice lacking both beta(1)- and beta(2)-receptors. Vessel relaxation induced by forskolin did not differ between wild-type and KO mice. Similar contributions of beta(1)- and beta(2)-receptors to isoproterenol-induced vasorelaxation were found when vessels from KO mice were compared with wild-type arteries in the presence of subtype-selective beta-receptor antagonists. These studies demonstrate that beta(1)-adrenergic receptors play a dominant role in the murine vascular system to mediate vasodilation. Surprisingly, beta(2)-receptors contribute to adrenergic vasodilation only in a few major blood vessels, suggesting that differential distribution of beta-adrenergic receptor subtypes may play an important role in redirection of tissue perfusion.",2001,43,96,1,0,4,2,5,4,10,4,6,2,4
da59117ce0c7741e978f4ab9df82cb2ffeac1f5e,"Moisture Effects in the Conducting Polymer, Polyaniline",,1989,14,3,0,0,0,0,0,0,0,0,1,0,0
c313b73f4238e9fbeb8714b38c180a900825d1ce,Orbital Following in the Methyl Radical,"Incomplete orbital following of the molecular vibrations in the methyl radical is examined through its relationship to the hyperfine splittings observed in the ESR spectrum. A semiempirical nonionic valence‐bond theory with different degrees of carbon sigma‐orbital following is used to estimate the proton and C13 splitting constants as a function of the nuclear positions that correspond to the out‐of‐plane bending mode. It is found that a considerable ``lag'' in the orbital motion with respect to that of the nuclei is required to achieve a consistent interpretation of the hyperfine spectrum in the methyl radical and its isotopic analogs. A variety of additional factors (i.e., integral parameter variation, breakdown of Born—Oppenheimer approximation, ionic contributions, other vibrations) are also investigated to determine their effects on the hyperfine splittings. Although some of the factors are found to be significant (particularly the choice of integral parameters), it appears that they cannot serve to...",1964,29,51,0,1,4,0,6,6,4,4,4,1,1
d8fd9f2e3f0ad9dbe68995a9bd3be8d1dae16efa,"Reduction of pyrazine oxide, free and coordinated to ruthenium(II)",,1976,0,8,0,1,3,1,1,0,0,0,2,0,0
7eacf43bac1794aa3aa632ca8bdebb8440b9a5fe,Interaction of Neisseria gonorrhoeae with guinea pig defence mechanisms in subcutaneously implanted chambers,,1977,6,8,0,3,0,0,1,0,0,0,0,0,0
f549ad887674272a21802573937dd2ab8c5db416,Adsorption of Lead Ions on Composite Biopolymer Adsorbent,"A fundamental study about the application of biopolymers to the recovery of lead from dilute solution was carried out. A membranous composite biopolymer adsorbent containing two kind of biopolymers, alginic acid (AA) and humic acid (HA), was prepared. HA, which has high solubility in water, was almost completely immobilized in the adsorbent by a combination of calcium alginate gel and activated carbon powder. A general model for complexation between divalent metal ions and acidic sites on biopolymers was applied to explain the adsorption mechanism of lead on the adsorbent (HA-M). The results showed that the complexation constants and the complexation capacities of lead-AA and lead-HA systems were scarcely influenced by immobilization.",1996,0,33,1,0,0,1,3,0,1,4,1,2,3
bc1e3d3ccf03812addaec776e2fa48a99615e873,The Thrill of Discovery: A Personal Scientific Autobiography.,,2017,51,0,0,0,0,0,0,0,0,0,0,0,0
4b8338b541af55f852a13c06400cf8a16499c7c7,Charakterisierung von Zuckerphosphorsäuren und Konstitution der Pentose‐phosphorsäure aus Cozymase,,1936,2,12,0,0,3,0,0,2,0,0,0,0,0
be15473d7c700fd4954c843387cdece2e2440a22,Study of the e+e- → Ze+e- process at LEP,,2003,29,1,0,0,0,1,0,0,0,0,0,0,0
7f3de879a86b54c7e123c95152e4e53f767a2ff5,Reassociation with beta 2-microglobulin is necessary for Kb class I major histocompatibility complex binding of exogenous peptides.,"T lymphocytes recognize endogenously produced antigenic peptides in association with major histocompatibility complex (MHC)-encoded molecules. Peptides from the extracellular fluid can be displayed in association with class I and class II MHC molecules. Here we report that mature Kb class I MHC molecules bind peptides upon dissociation and reassociation of their light chain. Intact Kb heterodimers, unlike class II MHC molecules, are relatively unreceptive to binding peptides. This property may maintain segregation of class I and class II MHC-restricted peptides and has implications for the use of peptides as vaccines.",1990,0,80,0,0,9,9,5,9,6,7,4,6,6
a86d84bbc621e630227a742ae920749661733e6e,A theoretical study of the CHNO isomers,,1977,0,97,1,0,3,4,3,5,6,2,4,3,1
426aab2b1f0c3708d91ecfcc09f505b304bc15fb,Prof. Heinrich Rausch v. Traubenberg,IT is more than a year ago since I heard of the tragic death of my friend Traubenberg ; but only now have I got authentic news about his fate.,1946,0,2,0,0,0,0,0,0,0,0,0,0,0
5239e5ba9b496cd8b77834fdd0a64174d77ab04c,"Positive and negative regulatory mechanisms that mediate long-term memory storage
 1
 Published on the World Wide Web on 13 January 1998.
 
 
 1
 
",,1998,98,261,12,1,17,14,14,20,16,21,18,6,15
611e3a30d984d8428f4ee5683b4eaea772839e71,"The design of molecular hosts, guests, and their complexes.","The origins, definitions, tools, and guiding principles of host-guest chemistry are developed. Perching, nesting, and capsular complexes are exemplified through molecular model and crystal structure comparisons. The degree of preorganization of a host for binding is a central determinant of its binding power. Complementarity of binding site placement in host and guest is a central determinant of structural recognition in complexation. Examples are given of chiral recognition in complexation, of partial transacylase mimics, of caviplexes, and of a synthetic molecular cell.",1988,52,349,3,0,3,8,7,9,11,10,10,14,7
616c6817c9fd2a1184ea418de201663eb9ff07c5,Supravital staining of mitochondria with phenosafranin dyes.,,1953,13,21,0,0,1,5,1,0,4,0,0,1,0
3dcb174a82b8c40deb2aa3067290c2edd37d882f,Further studies on the mechanism of antipsychotic action: Potentiation by α-methyltyrosine of thioridazine effects in chronic schizophrenics,"Six chronic schizophrenics with stationary symptomatology and treated since more than one year with thioridazine in a fixed dose schedule were examined by means of two different rating scales. The thioridazine dosage was then considerably reduced, leading to reappearance of schizophrenic symptoms. The tyrosine hydroxylase inhibitor, α-methyltyrosine (2 g daily) was then given as additional treatment, and the thioridazine dosage necessary to reattain the pre-trial level of symptomatology was titrated. This dosage, as well as the simultaneous thioridazine plasma levels, were found to be considerably reduced by α-methyltyrosine. The efficacy of this agent as an inhibitor of tyrosine hydroxylase was ascertained by demonstrating a marked reduction in cerebrospinal fluid homovanillic acid. The observations confirm our earlier data and lend additional support for the hypothesis that central catecholamine neurotransmission is involved in the antipsychotic action of neuroleptic agents.",2005,13,13,0,3,0,0,0,0,2,1,0,0,0
5827c6789172fc0ba9adea55894d499555e1d323,The biosynthesis of cholesterol from acetate.,,1953,4,18,1,0,1,3,2,1,1,2,0,3,0
1910c420f53f533cdd9a4aa014a247ac392e3067,Multiple hard interactions in gamma gamma and gamma p physics at LEP and HERA,"At $e^+e^-$ and $ep$ colliders, the large fluxes of almost on-shell photons accompanying the lepton beams lead to the photoproduction of jets. As the centre-of-mass energy is increased, regions of smaller $x$ in the parton densities are explored and these are regions of high parton density. As a result, the probability for more than one hard partonic scattering occurring in a single $\gamma \gamma$ or $\gamma p$ collision can become significant. This effect has been simulated using an eikonal prescription combined with the HERWIG Monte Carlo program. The possible effects of multiple hard interactions on event shapes and jet cross sections have been studied in this framework at a range of energies relevant to HERA and LEPII. The results indicate that the effects could be significant.",1995,0,0,0,0,0,0,0,0,0,0,0,0,0
81b1f0c85a989aabe4c7ac63f17b702dab2c2e29,Recovering Phase Information from Intensity Data (Nobel Lecture),,1986,0,10,0,0,1,0,1,3,2,0,0,1,0
68780460a0a9a90fe5b95bffe21c762fdaa3a551,A Scientific Society--The Beginnings: Our nascent scientific society has ingested science but has not yet begun to digest and assimilate it.,,1962,0,3,0,0,1,0,0,2,0,0,0,0,0
