chemicalComposition,h2energy,ch4energy,h2senergy,n2energy,h2oenergy,hbind,nbind,obind,sbind,cbind
Ag9Hf3,-0.297241238759824,2.155888418246036,-2.9370830310125484,-0.3878600450134399,-2.5394115133841524,-0.297241238759824,-0.3878600450134399,-1.9449290358645044,-2.3426005534929004,3.344853373285332
Ag9Hg3,0.8014798826416438,10.687298768950429,1.4204984566841858,3.163325007086314,3.6873051018172873,0.8014798826416438,3.163325007086314,2.0843453365339997,-0.1824613085991018,7.4813792383838535
Ag9Ir3,-0.5486835413603046,-0.0029271282536456,-2.5847519372163106,0.2890157815836573,-0.5361414062882659,-0.5486835413603046,0.2890157815836573,0.5612256764323433,-1.4873848544957013,2.191807037187573
Ag9La3,0.0406928558377615,3.85337454483772,-1.563681765319302,0.4133445944808045,-0.9510939215853114,0.0406928558377615,0.4133445944808045,-1.0324796332608344,-1.645067476994825,3.690603121486674
Ag9Mo3,-0.4323369158582579,0.0886676139426754,-3.2936744747183866,-1.639095258413363,-2.944018532283849,-0.4323369158582579,-1.639095258413363,-2.079344700567333,-2.4290006430018707,1.818015277375707
Ag9Nb3,-0.3711555207619028,0.9511852156366558,-3.229703096321714,-1.2819131916130573,-3.0750159030886834,-0.3711555207619028,-1.2819131916130573,-2.3327048615648778,-2.4873920547979083,2.435807298684267
Ag9Ni3,-0.0399177395583763,3.714715128860121,-1.1898134057099696,1.5432404376897466,0.8694313341237603,-0.0399177395583763,1.5432404376897466,0.9492668132405129,-1.109977926593217,3.874386087093626
Ag9Os3,-0.6063403820580504,-1.0209313937438085,-3.305234006407659,-1.2413157116116054,-2.010586159276613,-0.6063403820580504,-1.2413157116116054,-0.7979053951605124,-2.092553242291558,1.4044301344883932
Ag9Pd3,0.1306173636412779,5.242186705357312,-0.1703863931087426,2.643537234185714,2.2178257459216866,0.1306173636412779,2.643537234185714,1.9565910186391307,-0.4316211203912984,4.7197172507922005
Ag9Pt3,-0.2271203596528437,2.9777228244794287,-1.1674538115966016,1.9852289592872692,1.2196119119379318,-0.2271203596528437,1.9852289592872692,1.6738526312436193,-0.7132130922909141,3.8862042630908036
Ag9Re3,-0.6347889315574946,-1.2428040386283783,-3.832154427602177,-1.873122275612332,-3.216579046073207,-0.6347889315574946,-1.873122275612332,-1.9470011829582177,-2.5625765644871876,1.2963516876016001
Ag9Rh3,-0.2688362274556937,1.779707771879771,-1.673479563001706,1.035316147890626,0.4657982105326255,-0.2688362274556937,1.035316147890626,1.0034706654440129,-1.1358071080903187,2.8550526817025457
Ag9Ru3,-0.3949160929541619,0.2352937066690401,-2.4763325323054914,-0.5125738990118407,-0.8349885250737543,-0.3949160929541619,-0.5125738990118407,-0.04515633916543049,-1.6865003463971675,1.8149580784856878
Ag9Sc3,-0.0923675459625599,3.832084902141218,-1.894061843724444,0.6022178574839927,-1.2771088857863333,-0.0923675459625599,0.6022178574839927,-1.0923737938612135,-1.7093267517993243,4.201555085991457
Ag9Sn3,0.3734438620458888,6.832497259173692,0.5604868874962676,2.531665520689785,2.0345679603323106,0.3734438620458888,2.531665520689785,1.2876802362405328,-0.18640083659551,5.338721810990137
Ag9Ta3,-0.4795935656574954,0.4596293896621546,-3.725354779808072,-1.3853388997104048,-3.544902759875299,-0.4795935656574954,-1.3853388997104048,-2.5857156285603082,-2.7661676484930813,2.3780036522921364
Ag9Tc3,-0.4454118497587558,-0.212398864844431,-3.0150805170104604,-1.4380428603126347,-2.131575319183071,-0.4454118497587558,-1.4380428603126347,-1.2407516196655592,-2.124256817492949,1.5692485341905922
Ag9Ti3,-0.2201225441594658,2.37840638055161,-2.5634476008107185,-0.5186726504125545,-2.2641410180823414,-0.2201225441594658,-0.5186726504125545,-1.8238959297634096,-2.123202512491787,3.2588965571894732
Ag9V3,-0.2819521144546968,1.4669474727717216,-2.8271033248000776,-1.1092511105107403,-2.5447122906717823,-0.2819521144546968,-1.1092511105107403,-1.9808080617623887,-2.263199095890684,2.594755930590509
Ag9W3,-0.5802978632554812,-0.6352124767353189,-3.990970676108077,-1.8540031491156697,-3.685361120575294,-0.5802978632554812,-1.8540031491156697,-2.5247653940643318,-2.8303749495971147,1.6859789762866058
Ag9Y3,-0.0326275376564524,3.953999113263421,-1.7201420522086437,0.8377115680832503,-0.9138292917724584,-0.0326275376564524,0.8377115680832503,-0.8485742164595537,-1.6548869768957388,4.08450926388923
Ag9Zn3,0.3950823544446677,6.797049941568844,0.2165967650963693,2.398807571587895,1.9590467099313853,0.3950823544446677,2.398807571587895,1.16888200104205,-0.5735679437929662,5.216720523790173
Ag9Zr3,-0.2488920518580641,2.2887101763564037,-2.7090051026078754,-0.4186086366116797,-2.3637308733760847,-0.2488920518580641,-0.4186086366116797,-1.8659467696599565,-2.211220998891747,3.28427838378866
Al12,0.3025029679320425,3.9971978652580447,-1.1620123511398788,-1.1275639636835422,-1.4353655322778422,0.3025029679320425,-1.1275639636835422,-2.0403714681419274,-1.767018287003964,2.7871859935298744
Al3Au9,0.3127471015423282,7.530282448958246,-0.2469691594104688,1.2887733174866298,0.7883354236217883,0.3127471015423282,1.2887733174866298,0.1628412205371319,-0.8724633624951252,6.279294042788933
Al3Cd9,0.320634321141398,5.006075568454548,-0.3831751972119264,0.6343984481864027,0.206612228021072,0.320634321141398,0.6343984481864027,-0.434656414261724,-1.0244438394947224,3.7235382838889564
Al3Cr9,-0.9366599151571506,-2.2791655117351866,-4.547576131806522,-1.6502954641127872,-3.7337945267737496,-0.9366599151571506,-1.6502954641127872,-1.8604746964594483,-2.674256301492221,1.467474148893416
Al3Cu9,-0.0413019826582683,3.9562583382586354,-1.299467119204451,1.0750273530920822,-0.1843054240763422,-0.0413019826582683,1.0750273530920822,-0.1017014587598056,-1.2168631538879142,4.121466268891709
Al3Fe9,-0.53569146625793,-0.3074800660459686,-2.944472282111633,-0.6491217117127235,-1.457935742479208,-0.53569146625793,-0.6491217117127235,-0.3865528099633482,-1.873089349595773,1.8352857989857512
Al3Ga9,0.3208846659408948,4.443055029457469,-0.3848808065066578,0.3034361823865765,0.0452213744191567,0.3208846659408948,0.3034361823865765,-0.5965479574626329,-1.0266501383884474,3.1595163656938894
Al3Hf9,-1.038593486958206,-2.845427470844584,-5.310274350011127,-2.919968294912905,-5.697723639177752,-1.038593486958206,-2.919968294912905,-3.62053666526134,-3.233087376094715,1.3089464769882402
Al3In9,0.2552061813412649,4.545610653353947,-0.514894757912657,0.6999440050876728,-0.0786361373812951,0.2552061813412649,0.6999440050876728,-0.5890485000638248,-1.025307120595187,3.524785927988887
Al3Ir9,-0.2943101644550268,0.1395998415729309,-2.661404773001664,-0.3579400400103623,-0.451471824870282,-0.2943101644550268,-0.3579400400103623,0.13714850403977158,-2.0727844440916106,1.316840499393038
Al3La9,-0.679119677256466,-0.7657513354359935,-4.250204958505378,-2.0658571060121176,-4.436133405573969,-0.679119677256466,-2.0658571060121176,-3.077894051061037,-2.891965603992446,1.9507273735898707
Al3Mo9,-0.8961292390585811,-2.103018332242641,-4.521160000409395,-1.4419925927122677,-3.490380942579691,-0.8961292390585811,-1.4419925927122677,-1.6981224644625286,-2.728901522292233,1.4814986239916834
Al3Nb9,-0.9920329042570016,-2.726920941237836,-4.8860792160065785,-2.162982018113325,-4.461462849974964,-0.9920329042570016,-2.162982018113325,-2.4773970414609607,-2.902013407492575,1.2412106757901706
Al3Os9,-0.3214234512588234,-0.2678151200478851,-3.2194736567124664,-1.2595006713145267,-1.2826706202814648,-0.3214234512588234,-1.2595006713145267,-0.6398237177638181,-2.5766267541948196,1.0178786849874084
Al3Pb9,0.1969010294424436,5.843699107958969,-0.6100465726102584,0.7598989831840299,-0.1937963465771872,0.1969010294424436,0.7598989831840299,-0.5875984054620744,-1.0038486314951456,5.0560949901891945
Al3Pd9,-0.2357480010605002,2.2893148133454133,-1.592023101917107,1.2618740481830173,-0.0583346762851988,-0.2357480010605002,1.2618740481830173,0.4131613258358016,-1.1205270997961065,3.232306817587414
Al3Pt9,-0.2789783184552732,1.3817206017712351,-1.882367479401978,0.8710638809880038,-0.0285069179718675,-0.2789783184552732,0.8710638809880038,0.5294497189386789,-1.3244108424914316,2.497633875592328
Al3Re9,-0.5452315053580321,-0.914055691041426,-3.89058543220915,-1.417245607912264,-2.447107234076725,-0.5452315053580321,-1.417245607912264,-1.3566442233606608,-2.8001224214930858,1.2668703303907023
Al3Rh9,-0.3471613387582408,0.1878865780573733,-2.538223600307788,-0.1948143245117535,-0.6870028152790155,-0.3471613387582408,-0.1948143245117535,0.007319862237466057,-1.8439009227913061,1.5765319330903365
Al3Ru9,-0.4449715695581915,-0.4816511543457409,-3.3885887339109786,-1.0215569837146177,-1.426582785980031,-0.4449715695581915,-1.0215569837146177,-0.5366396468636481,-2.4986455947945956,1.298235123887025
Al3Sc9,-1.1436588169571849,-2.639868459337663,-5.63706034870836,-2.6316148384121334,-6.1108053716762925,-1.1436588169571849,-2.6316148384121334,-3.8234877377619227,-3.34974271479399,1.9347668084910765
Al3Sn9,0.2678951217431233,5.512496701562782,-0.2710618466061305,0.4344736897892289,0.0358469165238375,0.2678951217431233,0.4344736897892289,-0.4999433269624091,-0.806852090092377,4.440916214590288
Al3Ta9,-1.0317385311600162,-3.124931513050683,-5.031196573914599,-2.4582036279152817,-4.729955805984105,-1.0317385311600162,-2.4582036279152817,-2.6664787436640722,-2.9677195115945665,1.002022611589382
Al3Tc9,-0.5548239262561481,-0.7680340986324836,-3.80466412690464,-1.226466867612544,-2.3141769024715586,-0.5548239262561481,-1.226466867612544,-1.2045290499592625,-2.695016274392344,1.4512616063921087
Al3Ti9,-1.0808609295590657,-2.885717734446075,-5.250449170312891,-2.6563631839144364,-5.590132004381417,-1.0808609295590657,-2.6563631839144364,-3.4284101452632854,-3.0887273111947593,1.4377259837901875
Al3Tl9,0.1521261939424505,4.674602137162879,-0.8205848590058622,0.9709538779879948,-0.2424614574757697,0.1521261939424505,0.9709538779879948,-0.5467138453606707,-1.1248372468907633,4.066097361393077
Al3V9,-1.0439829736596664,-2.89321025284778,-4.861358218315104,-2.2499833432138985,-4.69972627168147,-1.0439829736596664,-2.2499833432138985,-2.6117603243621375,-2.773392270995771,1.2827216417908858
Al3W9,-0.925317393956874,-2.34446915923661,-4.6745934292065385,-1.6217587497103525,-3.614698054674705,-0.925317393956874,-1.6217587497103525,-1.764063266760957,-2.8239586412927906,1.356800416590886
Al3Y9,-1.0991291560576144,-2.2287241776401743,-5.628538287608421,-2.367375430012544,-5.881186190676203,-1.0991291560576144,-2.367375430012544,-3.6829278785609745,-3.4302799754931925,2.1677924465902834
Al3Zr9,-1.041334897859059,-2.771578632441446,-5.250650262409067,-2.6617749839133467,-5.454454955977894,-1.041334897859059,-2.6617749839133467,-3.371785160259776,-3.167980466690949,1.3937609589947901
Al6Cd6,0.3112805440423756,4.057729588758889,-0.4664667941086691,-0.5507616748127475,0.137382521923314,0.3112805440423756,-0.5507616748127475,-0.4851785661614372,-1.0890278821934203,2.8126074125893865
Al6Cr6,-0.5565228689583535,-0.20794368124632,-3.084629548911721,-0.9452942232146596,-2.474014122381164,-0.5565228689583535,-0.9452942232146596,-1.360968384464457,-1.9715838109950141,2.018147794587094
Al6Cu6,0.3316152029447323,5.278436486275609,-0.5692062313008819,0.2717501584902493,-0.3333148262701115,0.3316152029447323,0.2717501584902493,-0.996545232159576,-1.2324366371903466,3.95197567449668
Al6Fe6,-0.4489709627586933,0.7585354206540842,-2.8307319630129086,-0.2941039022134646,-1.7592141982805742,-0.4489709627586933,-0.2941039022134646,-0.8612722727631876,-1.932790037495522,2.5544192716888574
Al6Ga6,0.2968157887380869,3.971940531039877,-0.8794855321228852,-0.4412059222177049,-0.8202493426889532,0.2968157887380869,-0.4412059222177049,-1.413880920165127,-1.473117109599059,2.7846773760875294
Al6Hf6,-0.7161285199590282,-1.0617841169467963,-4.2259187986127245,-2.058365403914649,-4.234017858880293,-0.7161285199590282,-2.058365403914649,-2.8017608189622365,-2.793661758694668,1.8027299628893163
Al6Ir6,-0.4380794703565414,1.3777281473641096,-2.244727872706676,0.4704655068871943,-1.2911588036751027,-0.4380794703565414,0.4704655068871943,-0.41499986296201996,-1.3685689319935932,3.130046028790275
Al6La6,-0.6369331886080261,-1.0736387561217953,-3.513950082849874,-1.985028275352306,-4.063670105877577,-0.6369331886080261,-1.985028275352306,-2.789803728661525,-2.240083705633822,1.474093998310309
Al6Mn6,-0.4175079362603071,0.1803086156479594,-2.730099503614724,-0.4871406430156639,-1.926645435081923,-0.4175079362603071,-0.4871406430156639,-1.0916295625613088,-1.89508363109411,1.8503403606891877
Al6Mo6,-0.5090157383574194,0.1871277890614919,-3.083435105008789,-0.9615224123135704,-2.373052132776252,-0.5090157383574194,-0.9615224123135704,-1.3550206560614133,-2.06540362829395,2.2231907424911697
Al6Nb6,-0.5882064437582528,-0.2694184148430167,-3.5977343418106784,-1.3379765336139826,-3.128593348978143,-0.5882064437582528,-1.3379765336139826,-1.9521804614616372,-2.421321454294173,2.0834073601899945
Al6Ni6,-0.1591562549574234,2.1001623614621394,-1.811129981209774,0.2138670551885297,-1.098163287975808,-0.1591562549574234,0.2138670551885297,-0.7798507780609614,-1.4928174712949274,2.736787381291833
Al6Os6,-0.4702253664572424,-0.5028865100383655,-2.858298319208074,-0.6179574661127845,-1.4609899480730064,-0.4702253664572424,-0.6179574661127845,-0.5205392151585216,-1.9178475862935893,1.378014955790604
Al6Pb6,0.3172568442433032,4.653901076863917,-0.6195957274065904,-0.1087860785119119,-1.1324899043739831,0.3172568442433032,-0.1087860785119119,-1.7670035928605894,-1.254109415893197,3.3848736998907043
Al6Re6,-0.303342983356714,0.9468335711654844,-2.4532682993066146,-0.6639447049110458,-1.5262183565738496,-0.303342983356714,-0.6639447049110458,-0.9195323898604216,-1.8465823325931865,2.1602055045923403
Al6Rh6,-0.2053098912574285,2.494460347960853,-1.7782666568090235,0.3994889658879401,-1.0323199023770258,-0.2053098912574285,0.3994889658879401,-0.6217001198621688,-1.3676468742941665,3.315699912990567
Al6Ru6,-0.4789350501586966,-0.288558085749969,-2.781456636514008,-0.4011934870159166,-1.497826950782951,-0.4789350501586966,-0.4011934870159166,-0.5399568504655577,-1.8235865361966148,1.6271821148848173
Al6Sc6,-0.7062105147278714,-1.203291204111224,-4.151843016939779,-1.7583749990826618,-4.378910994688454,-0.7062105147278714,-1.7583749990826618,-2.966489965232711,-2.739421987484036,1.6215508548002617
Al6Ta6,-0.6545292938580758,-0.8128130155427016,-3.853285291310272,-1.6218323565135506,-3.409096865378274,-0.6545292938580758,-1.6218323565135506,-2.1000382776621223,-2.5442267035941204,1.8053041598896016
